JO_REQST_NO,JO_REGIST_NO,CMPNY_NM,BSNS_SUMRY_CN,RCRIT_JSSFC_CMMN_CODE_SE,JOBCODE_NM,RCRIT_NMPR_CO,ACDMCR_CMMN_CODE_SE,ACDMCR_NM,EMPLYM_STLE_CMMN_CODE_SE,EMPLYM_STLE_CMMN_MM,WORK_PARAR_BASS_ADRES_CN,SUBWAY_NM,DTY_CN,CAREER_CND_CMMN_CODE_SE,CAREER_CND_NM,HOPE_WAGE,RET_GRANTS_NM,WORK_TIME_NM,WORK_TM_NM,HOLIDAY_NM,WEEK_WORK_HR,JO_FEINSR_SBSCRB_NM,RCEPT_CLOS_NM,RCEPT_MTH_IEM_NM,MODEL_MTH_NM,RCEPT_MTH_NM,PRECENTN_PAPERS_NM,MNGR_NM,MNGR_PHON_NO,MNGR_INSTT_NM,BASS_ADRES_CN,JO_SJ,JO_REG_DT,GUI_LN,latitude,longitude
J306202401250005,DdA3062401252021,효신재가복지센터,"방문요양, 방문목욕",550100,요양 보호사 및 간병인,1,J00100,관계없음,J01101,상용직,서울 동대문구,,"- 요양보호대상자: 4등급 할머니(독거/86세) 
* 건강한상태라 혼자 모든활동 다 하심/ 반찬만들기 식사위주
- 직무내용: 가사및 일상생활지원, 신체활동지원 , 정서지원, 말벗제공
- 장기요양급여 적용 근로시간 : 09:00~12:00(주5일) 
(장기요양급여: 시급 12,100원/비급여: 협의) 월급 300만원 

워크넷 연계를 위해 40시간",J01300,무관,월급 / 300만원 ,퇴직금,입주요양,주간,주6일근무,40,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-24),,서류    ,방문   ,,정민하,02-2127-4923,동대문구,서울특별시 성북구 돌곶이로15길 27  (석관동) 103호 (석관동),[입주] 동대문 전농삼성아파트 4등급할머니 독거 요양보호사,2024-01-25,(월급)300만원 / 서울 동대문구 / 경력 무관,,
J321202401250001,DdA3212401252006,가나재가복지센터,방문요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 관악구.,신림,"[신림동부아파트] 5등급 할머니 케어 
- 치매교육이수 필수 
- 방문요양서비스(일상생활지원 등) 
- 오후 3시간(13:00~16:00), 주5일 15시간",J01300,무관,시급 / 13000원 ,퇴직금,13~16,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-24),,서류  면접   ,방문   ,,조현숙,02-879-5773,관악구,경기도 김포시 양도로 18  (풍무동) 가나재가복지센터,재가요양보호사 - [신림역 신림동부아파트] 5등급 할머니 케어,2024-01-25,(시급)13000원 / 서울 관악구 / 경력 무관,,
J324202401250001,DdA3242401252002,정성복지센터,방문요양.방문목욕,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 송파구마천동,,"3등급할아버지케어(마천동) 위생관리 및 말벗 일상생활지원
근무시간:14:00~17:00(주5일) 시급:12,410원",J01300,무관,시급 / 12410원 ,퇴직금,14:00~17:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-24),,서류  면접   ,방문 팩스 기타 ,,선경덕,02-2147-3681,송파구,서울특별시 송파구 거마로3길 12 -1 (거여동) 1층,[마천동/3등급(할아버지)/14:00~17:00] 재가요양보호사 모집,2024-01-25,(시급)12410원 / 서울 송파구 / 경력 무관,,
J001202401250004,DdA0402401252016,미소방문요양센터,노인재가복지시설(방문요양센터),550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 영등포구,,"대상 :  4등급 할머님, 할아버님 부부케어 
시간 : 월~토(토요일은 오전만) 오전 07:30-10:30/ 오후 15:00-18:00
*시간협의가능
위치 : 7호선 신풍역앞 주택
업무 : 식사준비, 청소, 말벗 등
시급 : 12,500원 (월급여 약 180만원)

인근거주자 우대. 교포분 환영. 바로 근무가능자 우대.
근무가능하신 분 연락주세요
미소방문요양센터 01093970091",J01300,무관,시급 / 12500원 ,퇴직금,07:30-10:30/15:00-18:00,주간,주6일근무,33,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-24),,면접    ,기타   ,,허영철,02-731-9535,서울일자리센터 취업상담팀,"서울특별시 도봉구 도당로13길 64  (방학동) 1층, 미소방문요양센터","[신풍역,신길동] 4등급 부부케어 하루6시간 케어.",2024-01-25,(시급)12500원 / 서울 영등포구 / 경력 무관,,
J311202401250001,DdA3112401252013,(주) 동아씨스템,위생관리용역,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,J00100,관계없음,J01102,계약직,서울 노원구,,"아파트 청소원 모집 [녹천두산위브아파트]
월-금:09:00-15:00(휴게:12:00~13:00) (토요일 격주근무 : 09:00-12:00)
복도 및 계단.부대시설 청소
급여 : 월1,350,040원",J01300,무관,시급 / 9860원 ,퇴직연금,월-금:09:00-15:00(휴게:12:00~13:00) (토요일 격주근무 : 09:00-12:00),주간,주5일근무,26,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-24),,서류  면접   ,방문   ,,최창선,02-2116-3502,노원구,서울특별시 강북구 삼각산로 149 -1 (수유동) 3층,아파트 청소원 모집 [녹천두산위브아파트],2024-01-25,(시급)9860원 / 서울 노원구 / 경력 무관,,
J325202401250002,DdA3252401252010,(주)지엠스,"당사는 경비, 청소용역을 주 업무로 하는 회사로서 은행 및 관공서, 아파트, 빌딩 등 여러 현장을 관리 중에 있습니다",29202,콜센터 상담원(콜센터·고객센터·CS센터),5,J00100,관계없음,J01102,계약직,서울 용산구..,,"1.근무지: 용산구 청파로 122
2.업   무:  
  -단순안내 인바운드(블랜딩)상담사 
  -결제일변경/결제계좌변경안내
  -카드사용관련 단순문의 응대
3.조   건
  -근무기간:1년이상
  -근무요일: 월~금(휴일,연장근무없음)
  -시   간: 0900-1800/휴게시간 60분
  -월급여:  월230-250
   *1개월: 2,410,000(정착수당 40만원 포함)
   *2개월: 2,310,000(정착수당 30만원 포함)
   *3개월: 2,310,000(정착수당 30만원 포함 +인센티브별도)
  
   *1개월차,2개월차,3개월차,6개월차 총 120만원 정착비 비급
  -교육기간: 15일 *5만원/일 교육비 지급(09:00-18:00)

-제출서류: 이력서",J01300,무관,월급 / 230만원 ,퇴직금,0900-1800,주간,주5일근무,40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-24),,서류    ,팩스 전자우편  ,,장효심,02-3425-5836,강동구,"서울특별시 마포구 큰우물로 75  (도화동) 805호(도화동, 성지빌딩)",NH농협고객카드 단순안내(블랜딩) 상담사 모집,2024-01-25,(월급)230만원 / 서울 용산구 / 경력 무관,,
J319202401250007,DdA3192401252014,(주)듀델코리아,건물관리 경비업 위생관리,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,J00100,관계없음,J01102,계약직,경기 화성시,,"화성시 반월동 신영통현대1단지 
미화원
월1.479.000원

09:00-15:30(휴게시간 1시간30분)
09:00~12:00

전화지원 : 010-3523-7289  안옥희 반장",J01300,무관,시급 / 9860원 ,해당없음,09:00~15:30(휴게시간1시간30분),주간,주6일근무,28,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-24),사무실,서류  면접   ,기타   ,,추희은,02-2670-3797,영등포구,서울특별시 구로구 개봉로6길 12 -5 (개봉동) 1142 한아마인드@상가 802,아파트 미화원 - 화성시  반월동 신영통현대1단지,2024-01-25,(시급)9860원 / 경기 화성시 / 경력 무관,,
J307202401250001,DdA3072401252002,섬김과나눔재가노인복지센터,어르신돌봄서비스(방문요양),550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 중랑구망우동,,"- 3등급 남자 어르신, 혼자 화장실 거동 가능, 소변 실수할까 봐 기저귀 착용 상태
- 외출X, 식사, 주변 정리 정돈 등
- 12:30~15:30(시간 조율 가능) / 주 5일
- 시급 12,500원
- 망우동 우림시장 부근, 면일초등학교 5분 거리",J01301,신입,시급 / 12500원 ,퇴직금,12:30~15:30,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-24),,면접    ,방문 팩스  ,,김민정,02-2094-2243,중랑구,서울특별시 강동구 양재대로101길 47  (성내동) 서울특별시 강동구 양재대로 101길47,(망우동/3급/남/오후/주5일) 재가요양보호사 구인공고,2024-01-25,(시급)12500원 / 서울 중랑구 / 경력 무관,,
J306202401250004,DdA3062401252018,실버사랑재가복지센터,개인간병 서비스업,550104,재가 요양보호사,1,J00100,관계없음,J01102,계약직,서울 동대문구(제기동),,"등급: 4등급 할아버지
위치: 신설동역인근
직무: 말벗 가사 일상생활도움
근무시간: 09:00-12:00 주6일 (월-토)
시급:13,000원",J01300,무관,시급 / 13000원 ,퇴직금,09:00-12:00 ,주간,주6일근무,18,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-24),,서류  면접   ,방문   ,,정민하,02-2127-4923,동대문구,서울특별시 동대문구 약령중앙로4길 4  (제기동) 301호(제기동),신설동역인근  4등급할아버지  재가 요양보호사 모집,2024-01-25,(시급)13000원 / 서울 동대문구 / 경력 무관,,
J316202401250001,DdA3162401252002,(주)신우이엔지,시설경비업,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",2,J00100,관계없음,J01102,계약직,서울 강서구가양역두산위브아파트,,"가양역 두산위브아파트 미화(공용부)
-근무시간: 평일 09:00~16:00(휴게시간 12:00~13:00), 토요일 09:00~12:00
-월급: 1,726,500원",J01300,무관,월급 / 172만원 ,퇴직금,09:00~16:00,주간,주6일근무,33,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-24),,서류  면접   ,팩스 기타  ,,이춘순,02-2600-6250,강서구,경기도 수원시 권선구 서둔로 ,(등촌동) 아파트(공용부) 미화원 구인,2024-01-25,(월급)172만원 / 서울 강서구 / 경력 무관,,
J306202401250003,DdA3062401252013,(주)신화비엠씨,"공동주택관리, 시설경비, 청소, 소독, 조경식재공사",561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,J00100,관계없음,J01101,상용직,서울 동대문구답십리로블레스아파트,,"-희망: 아파트 [청소] :1명
-우대: 바로 출근가능자 
-위치: 답십리 롯데캐슬노블레스 아파트
-직무: 아파트 청결유치 미화
-근무시간:   9:00-16:00 (휴게 12-13:30) /토9:00-12:00 /주6일 
-월급:1,542,390원
*30.5시간이나 워크넷 표기를 위해 30시간으로 작성
-지원방법: 전진광 반장 010-3612-8896 (전화지원)
  


shinfwabmc@naver.com",J01300,무관,월급 / 154만원 ,퇴직금,09:00-16:00,격일,주6일근무,30,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-24),,면접    ,방문 기타  ,,정민하,02-2127-4923,동대문구,서울특별시 노원구 한글비석로52길 6  (상계동) (신화비엠씨),롯데캐슬노블레스 아파트 청소원,2024-01-25,(월급)154만원 / 서울 동대문구 / 경력 무관,,
J306202401250002,DdA3062401252011,행복드림 재가노인복지센터,방문 요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 동대문구전농동 시장근처,,"전농동  4등급 할머니 재가요양
식사챙겨드리고 정리
아침 : 8시~9시 점심 : 12시반~13시반 저녁 : 18시~19시 / 30분정도는 시간 변경가능
주5일 시급: 12,500원",J01300,무관,시급 / 12500원 ,퇴직금,"08:00~09:00,12:00~13:00,18:00~19:00",주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-24),,면접    ,방문   ,,김영미,02-2127-4920,동대문구,서울특별시 동대문구 전농로17길 25  (전농동) 1층 행복드림 재가노인복지센터,전농동 4등급 할머니 재가요양보호사 구인,2024-01-25,(시급)12500원 / 서울 동대문구 / 경력 무관,,
J306202401250001,DdA3062401252008,실버사랑재가복지센터,개인간병 서비스업,550104,재가 요양보호사,1,J00100,관계없음,J01102,계약직,서울 동대문구동대문종합복지관,,"등급: 3등급 할머니(70세)
위치: 동대문종합복지관
직무: 가사 및 일상생활, 정서지원(말벗제공),신체활동(보행도움)
근무시간: 09:30-12:30 주5일 (월-금)
시급:12,500원",J01300,무관,시급 / 12500원 ,퇴직금,09:30-12:30,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-24),,서류  면접   ,방문   ,,정민하,02-2127-4923,동대문구,서울특별시 동대문구 약령중앙로4길 4  (제기동) 301호(제기동),동대문종합복지관 인근  3등급 할머니  재가 요양보호사 모집,2024-01-25,(시급)12500원 / 서울 동대문구 / 경력 무관,,
J309202401250001,DdA3092401252002,더사랑데이케어센터,방문요양,550104,재가 요양보호사,1,J00100,관계없음,J01101,상용직,서울 강북구번동 **아파트,,"* 번동 **아파트(강북구청 사거리 인근)/4등급 남자
* 08:00~11:00/주 6일/시급 12,500원
* 일상생활 지원
* 목욕 및 부축 도움 없음",J01301,신입,시급 / 12500원 ,퇴직금,08;00~11:00,주간,주6일근무,18,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-24),,면접    ,방문   ,,박현정,02-901-7249,강북구,"서울특별시 도봉구 도봉로 601  (쌍문동) 202호, 302호",재가요양보호사 구함(번동 **아파트/4등급 남자/오전),2024-01-25,(시급)12500원 / 서울 강북구 / 경력 무관,,
J322202401250001,DdA3222401252004,돌봄in재가복지센터,재가요양센터,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 서초구방배래미안타워,사당,"-4등급할아버지/부부거주(할머니 건강하심)

-직무내용: 파킨슨/보행도움/가사및 정서 도움

-09:00~12:00(주5일)/시급13.000원",J01300,무관,시급 / 13000원 ,퇴직금,09:00~12:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-24),사업장,면접    ,방문 기타  ,,이재경,02-2155-6683,서초구,"서울특별시 서초구 남부순환로347길 53  (서초동) 5층(서초동, 영초빌딩)",재가요양보호사 모집[4등급할아버지/9시~12시/방배동],2024-01-25,(시급)13000원 / 서울 서초구 / 경력 무관,,
J310202401250001,DdA3102401252004,기쁨방문요양센터,재가방문요양,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 도봉구방학프라자 인근,,"- 방학 도깨비시장 방학프라자쪽 4등급 남자어르신 방문케어
  - 독거/ 거동가능
  - 깔끔하신 분. 식사차려주시고 주변정리 등 가사위주
  - 09:00-12:00 /주6일/12400원",J01300,무관,시급 / 12400원 ,퇴직금,09:00-12:00,주간,주6일근무,18,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-24),,면접    ,방문   ,,김주희,02-2091-2922,도봉구,서울특별시 도봉구 방학로 130 -6 (방학동) 101호,재가요양보호사 채용 (방학동),2024-01-25,(시급)12400원 / 서울 도봉구 / 경력 무관,,
J318202401250001,DdA3182401252002,(금천)하늘방문요양센터,"주간보호, 방문요양, 방문목욕",550104,재가 요양보호사,1,J00100,관계없음,J01101,상용직,서울 금천구벽산6단지아파트,,"○ 4등급 여

○ 내국인 지원",J01300,무관,시급 / 12400원 ,퇴직연금,13:00~16:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-24),,면접    ,방문   ,,한선미,02-2627-1919,금천구,"서울특별시 금천구 독산로85길 36  (독산동) 2층 205호(독산동, 독산 오르페움타워)","재가 요양보호사 - 시흥동, 4등급 여, 13:00~16:00, 주5일",2024-01-25,(시급)12400원 / 서울 금천구 / 경력 무관,,
J305202401250001,DdA3052401252002,티아이시스템(주),근로자파견업,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,J00100,관계없음,J01103,계약직(시간제),서울 광진구일동후디스,강변,"* 일동후디스본사 연구실(5층), 화장실, 복도, 계단 등 전반적인 청소업무
* 급여: 1,546,619원
* 휴게시간: 1시간 적용

* 방문접수 불가
- 지원자는 이력서를 팩스(02-2242-6075) 또는 이메일(tisystem@tisystem.net) 발송 요망",J01300,무관,시급 / 9860원 - 면접 후 협의가능 ,퇴직금,07:00~14:00,주간,주5일근무,30,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-24),,서류  면접   ,팩스 전자우편  ,,이선미,02-450-1419,광진구,"서울특별시 광진구 천호대로 604  (능동) 202호 (능동, 진현빌딩)",일동후디스(본사) 청소원 모집,2024-01-25,(시급)9860원 / 서울 광진구 / 경력 무관,,
J319202401250001,DdA3192401252002,고은재가복지센터,재가노인복지시설,550104,재가 요양보호사,1,J00100,관계없음,J01101,상용직,서울 용산구동빙고동 푸르지오,,"[재가요양보호사 모집]

직무: 2등급 남자어르신 돌봄 
- 업무 강도 낮다고 하심 
- 3등급 같은 어르신, 부축하여 거동 가능, 인지 인품 좋으심
- 부부거주 (성격 좋으신 아내분 계심)

근무시간: 09:00~13:00 / 주5일제

시급: 13,000원 + 중증수당 일3천원 + 거리에 따라 차비 지급",J01300,무관,시급 / 13000원 ,퇴직금,09:00~13:00,주간,주5일근무,20,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-24),,면접    ,기타   ,,추희은,02-2670-3797,영등포구,서울특별시 영등포구 여의서로 43  (여의도동) 고은재가복지센터 701호(여의도동),재가요양보호사 모집 - 2등급 / 남자어르신 / 동빙고동 푸르지오,2024-01-25,(시급)13000원 / 서울 용산구 / 경력 무관,,
J322202401250002,DdA3222401252008,케어링논현센터,방문요양서비스,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 서초구,,"-3등급할아버지(독거)

-09:00~12:00(주6일)/시급13000",J01300,무관,시급 / 13000원 ,퇴직금,09:00~12:00,주간,주6일근무,18,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-24),,면접    ,방문 기타  ,,심미숙,02-2155-6684,서초구,서울특별시 강남구 강남대로 514  (논현동) 두보빌딩,요양보호사 모집[[3등급/오전/우면동],2024-01-25,(시급)13000원 / 서울 서초구 / 경력 무관,,
J321202401250011,DdA3212401252041,신림요양원1,요양시설(공동생활가정),307500,간호조무사,1,J00100,관계없음,J01102,계약직,서울 관악구2층,,"[공동생활가정] 간호조무사 업무 
- 근무시간 : 09:00~18:00(휴게시간 : 12:00~13:00) 
- 급여 : 월 215~220만원",J01302,경력,월급 / 215만원 ,퇴직금,09~18,주간,주5일근무,40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-24),,서류  면접   ,방문   ,,조현숙,02-879-5773,관악구,서울특별시 관악구 난곡로 272  (신림동) 2층,[공동생활가정] 간호조무사 채용합니다.,2024-01-25,(월급)215만원 / 서울 관악구 / 경력,,
J324202401240002,DdA3242401242008,(주)강남실버복지센터,"노인장기요양,노인돌봄,가사간병",550100,요양 보호사 및 간병인,1,J00100,관계없음,J01105,상용직(시간제),서울 강남구SH대치1단지아파트,,"- 대상자 : 대모산입구역 인근 개포동 SH대치1단지아파트 4등급 할머니(80대/독거)
- 직무 내용 : 청소 도움 중심, 일상생활 지원, 월1~2회 병원 방문
- 장기 요양 급여 적용 근무시간 09:00~12:00월1~2회는 병원동행으로 7~8시쯤 출근), 주6일
- 시급 12,500원

* 수급자 어르신이 동일 아파트 거주하지 않는 분으로 지원 희망",J01300,무관,시급 / 12500원 ,퇴직금,09:00~12:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,면접    ,방문 기타  ,,홍수희,02-2147-3682,송파구,서울특별시 강남구 양재대로55길 29  (일원동) 402호,[개포동/4등급할머니/9~12시] 재가 요양보호사 모집,2024-01-24,(시급)12500원 / 서울 강남구 / 경력 무관,,
J315202401240003,DdA3152401242052,가나안은혜복지센터,노인요양,550104,재가 요양보호사,1,J00100,관계없음,J01101,상용직,서울 양천구,,"-대상자 : 4등급 할머니 ,5등급할아버지 부부케어/ 치매교육이수자필수
-직무내용: 일상가사지원, 신체활동지원,
-근무시간 : 09:00~13:00 주6일 (시간 협의가능)
-임금 : 12,500원",J01301,신입,시급 / 12500원 ,퇴직금,09:00~13:00,주간,주6일근무,24,고용보험 산재보험 건강보험 국민연금,구인 시 까지 (2개월 이내)(2024-03-23),,면접    ,방문   ,,양경옥,02-2620-4634,양천구,서울특별시 양천구 신목로6길 11  (신정동) (가나안은혜복지센터),"[신정2동 4등급할머니,5등급할아버지 부부 일4시간] 요양보호사 구인",2024-01-24,(시급)12500원 / 서울 양천구 / 경력 무관,,
J324202401240008,DdA3242401242044,(A)강남세곡행복케어재가센터,"방문요양, 노인돌봄, 바우처",550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 강남구자곡동,,"2등급할아버지케어(자곡동) 위생관리 및 말벗 일상생활지원 식사도움 이동도움 병원동행
근무시간:10:00~14:00(주5일)/화 금 6시간근무
시급:12,500",J01300,무관,시급 / 12500원 ,퇴직금,10:00~14:00,주간,주5일근무,24,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,서류  면접   ,방문 팩스 기타 ,,선경덕,02-2147-3681,송파구,서울특별시 강남구 헌릉로590길 63  (세곡동) 세곡리엔파크5단지 상가 203호,[자곡동/2등급(할아버지)/10:00~14:00] 재가요양보호사 모집,2024-01-24,(시급)12500원 / 서울 강남구 / 경력 무관,,
J323202401240002,DdA3232401242087,장손재가노인복지센터,"방문요양, 방문목욕",550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 강남구DH자이개포아파트,대모산입구,"-대상: 남자 2등급. 80대후반. 투석
-업무: 거동가능, 투석동행, 목욕도움, 가사, 기타 (음식잘하는분 선호)
-월급: 343만원 
-근무시간 : 월~토 08:00~18:00, (주6일-주1회(일요일) 휴무)
                공단근무 일4시간씩 주6일(24시간)
-문의: 02-459-9988 / 010-2137-0901",J01300,무관,월급 / 343만원 ,퇴직연금,08:00~18:00,주간,주6일근무,48,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,면접  기타  ,방문   ,,하산수,02-3423-5585,강남구,"서울특별시 강남구 개포로 648  (일원동) 동형빌딩 201호, (일원동)",대모산입구역)요양보호사 모집_출퇴근,2024-01-24,(월급)343만원 / 서울 강남구 / 경력 무관,,
J324202401240007,DdA3242401242039,(유)우원티엠,"소독,위생관리,시설관리, 공동주택관리",561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,J00100,관계없음,J01102,계약직,서울 송파구잠실동 레이크팰리스,,"잠실동 레이크팰리스 아파트청소
근무시간:08:30~15:00/08:30~11:30(주6일)
급여:1,568,140원",J01300,무관,월급 / 156만원 ,퇴직금,08:30~15:00,주간,주6일근무,30,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,서류  면접   ,방문 기타  ,,선경덕,02-2147-3681,송파구,"서울특별시 송파구 마천로 83  (오금동) (오금동, 한이빌딩 3층 1호)",[잠실동] 레이크팰리스 청소원 모집,2024-01-24,(월급)156만원 / 서울 송파구 / 경력 무관,,
J318202401240002,DdA3182401242015,주식회사 원스톱서비스,"건물관리업, 주택관리업, 소프트웨어개발 판매, 부대사업컨설팅, 시설경비, 주차장관리업, 시설위생관리용역",561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,J00100,관계없음,J01102,계약직,서울 금천구M타워,,"○ 빌딩 청소

○ 일주일 단위 교대 근무 - 토요일 근무자는 일요일 휴무, 일요일 근무자는 토요일 휴무

○ 휴게시간 - 평일 3시간  / 토,일 2시간 

○ 법적공휴일 및 대체공휴일 휴무

○ 수습 3개월 후 자동연장",J01300,무관,월급 / 160만원 ,퇴직금,07:00~16:00,주간,주6일근무,31,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,서류  면접   ,방문   ,,한선미,02-2627-1919,금천구,경기도 하남시 대청로 119 -1 (창우동) 401호,빌딩 청소,2024-01-24,(월급)160만원 / 서울 금천구 / 경력 무관,,
J324202401240006,DdA3242401242025,서강어르신돌봄센터,방문요양/목욕,550104,재가 요양보호사,1,J00100,관계없음,J01105,상용직(시간제),서울 송파구풍납동,,"3등급할아버지케어(풍납동) 위생관리 및 말벗 일상생활지원
근무시간:12:30~15:30(주5일) 시급:12,800원",J01300,무관,시급 / 12800원 ,퇴직금,12:30~15:30,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,서류  면접   ,방문 팩스 기타 ,,선경덕,02-2147-3681,송파구,서울특별시 강동구 구천면로42길 80 -1 (천호동) 101,[풍납동/3등급(할아버지)/12:30~15:30] 재가요양보호사 모집,2024-01-24,(시급)12800원 / 서울 송파구 / 경력 무관,,
J305202401240008,DdA3052401242036,상봉요양원요양센터,요양원,550103,시설 요양보호사(노인요양사),2,J00100,관계없음,J01101,상용직,서울 중랑구.,,"* 요양시설 내 어르신(총54명) 케어  
* 스케줄 교대근무 - 주간 08:30~18:30 / 야간 18:30~익일08:30
* 내국인 및 교포 지원 가능",J01300,무관,월급 / 217만원 ,퇴직연금,08:30~18:30/18:30~익일08:30,주간,기타(스케줄 휴무),40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,면접    ,방문 팩스  ,,양재희,02-450-1741,광진구,서울특별시 중랑구 용마산로 485  (망우동) .,시설 요양보호사 구인,2024-01-24,(월급)217만원 / 서울 중랑구 / 경력 무관,,
J305202401240007,DdA3052401242034,(주)우성에이치알,근로자 파견 및 도급 외,26301,총무 및 일반 사무원,1,J00100,관계없음,J01102,계약직,경북 상주시감리 사무실,,"* 감리사무실 문서작성, 서류관리, 전화응대 등 사무보조 업무
* 월급: 2,061,000원",J01300,무관,시급 / 9860원 ,퇴직금,09:00~18:00,주간,주5일근무,40,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,서류  면접   ,전자우편   ,,이선미,02-450-1419,광진구,서울특별시 광진구 아차산로 345  (자양동) 3층 301호,[상주시 가장동] 감리사무실 사무원 모집,2024-01-24,(시급)9860원 / 경북 상주시 / 경력 무관,,
J325202401240008,DdA3252401242053,에이(A)-에이스방문요양센터,"방문목욕, 재가요양보호 등",550104,재가 요양보호사,1,J00100,관계없음,J01101,상용직,서울 강동구강일리버파크7단지아파트 - 면접시 상세주소 안내예정,,"- 요양보호대상자: 4등급할머님 
- 직무내용: 일상가사지원, 신체활동지원
- 장기요양급여 적용 근로시간 : 09:00~12:00(주5일)
- 장기요양급여: 시급12,410원",J01300,무관,시급 / 12410원 ,퇴직금,09:00~12:00,주간,주5일근무,15,국민연금 고용보험 산재보험 건강보험,구인 시 까지 (2개월 이내)(2024-03-23),,서류  면접   ,방문   ,,이승은,02-3425-5834,강동구,서울특별시 강동구 양재대로 1624  (명일동) .,(강일동/4등급/오후)재가요양보호사 모집,2024-01-24,(시급)12410원 / 서울 강동구 / 경력 무관,,
